Applicant_Income,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Employment_History,Previous_Defaults,Loan_Term,Interest_Rate,Loan_Purpose,Marital_Status,Number_of_Dependents,Residence_Status,Bankruptcies,Annual_Expenses,Co-Applicant_Income,Education_Level,Self_Employed,Home_Ownership,Credit_History_Length,Missed_Payments,Loan_Application_Type,Monthly_Installment,Employment_Type,State,Default
102873,15626,403,0.68,23,3,12,8.56,Business,Married,2,Owned,2,20419,34963,High School,0,Own,14,6,Joint,2138,Retired,NC,0
120843,39761,485,0.58,30,4,24,13.74,Business,Married,3,Owned,2,84906,32276,PhD,0,Own,17,3,Individual,4226,Salaried,PA,1
92592,5869,427,0.11,24,3,36,13.58,Business,Widowed,4,Mortgaged,0,48044,25394,Master's,0,Mortgage,27,6,Joint,878,Unemployed,CA,1
97052,36552,509,0.34,16,1,12,3.5,Medical,Married,0,Mortgaged,0,69775,11249,High School,0,Mortgage,26,1,Joint,4007,Salaried,CA,0
64261,6014,713,0.2,28,4,12,14.32,Home Improvement,Married,4,Owned,0,62066,74927,Bachelor's,1,Own,22,0,Joint,1074,Salaried,OH,1
21542,15103,580,0.26,2,2,36,3.46,Home Improvement,Divorced,2,Owned,2,50558,33536,PhD,0,Rent,4,5,Joint,979,Salaried,IL,1
41677,21986,552,0.73,20,0,48,14.54,Medical,Divorced,2,Rented,0,69675,34713,Master's,0,Mortgage,8,3,Individual,4987,Retired,IL,1
66732,49781,318,0.13,7,4,48,8.16,Business,Married,2,Owned,1,24309,57311,Bachelor's,1,Own,26,6,Joint,3953,Self-Employed,NY,0
70343,35471,435,0.25,13,3,12,12.01,Business,Married,1,Owned,2,20690,51976,Master's,0,Rent,1,0,Individual,3195,Self-Employed,NY,0
59081,38458,522,0.32,38,4,36,11.33,Education,Divorced,4,Rented,0,11167,85104,Master's,0,Own,12,0,Joint,4026,Retired,FL,0
82856,30069,302,0.53,15,0,12,8.98,Business,Married,2,Owned,0,40819,48295,PhD,0,Own,13,4,Individual,1192,Self-Employed,NY,0
113105,21873,535,0.47,17,0,36,10.24,Personal,Widowed,3,Owned,2,18448,21012,Master's,1,Mortgage,21,0,Individual,2770,Unemployed,FL,1
108858,28248,764,0.25,30,3,24,14.37,Business,Married,2,Mortgaged,2,89477,60495,Bachelor's,0,Rent,20,1,Individual,3837,Retired,IL,0
39065,28624,527,0.21,10,3,36,14.09,Education,Widowed,4,Owned,2,33889,73955,Master's,0,Own,5,2,Joint,2241,Retired,FL,0
144097,48516,798,0.27,37,1,12,10.68,Personal,Married,2,Owned,1,12435,13348,Master's,0,Rent,25,0,Joint,3785,Self-Employed,OH,0
103460,34061,820,0.45,19,0,60,10.72,Education,Single,2,Rented,0,93668,18010,High School,0,Rent,7,7,Joint,3731,Retired,TX,0
108092,29170,438,0.29,3,3,48,5.59,Education,Married,0,Mortgaged,1,12674,42310,High School,0,Mortgage,3,1,Joint,349,Salaried,NY,1
146116,13024,575,0.76,19,0,12,12.86,Home Improvement,Single,2,Mortgaged,0,45219,23703,Bachelor's,0,Own,19,1,Joint,3990,Retired,CA,0
74693,21678,590,0.42,30,1,36,10.41,Medical,Married,4,Owned,2,63566,69809,Master's,0,Own,7,7,Joint,3622,Retired,IL,1
46962,43256,352,0.14,19,2,36,12.83,Education,Married,0,Mortgaged,0,22754,48309,High School,0,Mortgage,17,6,Joint,3573,Retired,FL,0
48295,25411,409,0.61,10,0,48,10.72,Business,Widowed,0,Mortgaged,2,35378,83933,Bachelor's,0,Mortgage,13,2,Individual,3670,Unemployed,MI,0
33807,48803,303,0.33,0,1,12,6.24,Home Improvement,Divorced,2,Mortgaged,0,19004,53715,Master's,0,Own,24,4,Joint,127,Unemployed,NC,0
62348,24296,346,0.56,17,1,60,4.87,Personal,Divorced,2,Rented,1,90952,45677,Bachelor's,0,Mortgage,19,2,Individual,3201,Salaried,CA,0
46432,31293,393,0.3,38,1,24,3.46,Medical,Widowed,3,Rented,0,96679,10087,Master's,0,Own,13,4,Individual,4652,Salaried,MI,0
103285,32172,512,0.5,32,4,60,9.82,Home Improvement,Divorced,4,Mortgaged,2,24611,81004,PhD,0,Rent,8,8,Individual,1572,Self-Employed,PA,0
126995,26128,735,0.64,35,3,24,6.05,Education,Single,4,Mortgaged,1,51457,22683,High School,0,Rent,8,2,Individual,2951,Salaried,NC,0
111792,23257,807,0.75,17,0,24,10.38,Home Improvement,Single,1,Owned,1,32427,55555,PhD,1,Mortgage,13,2,Joint,3676,Retired,FL,0
77854,17855,504,0.28,30,4,12,3.23,Business,Married,1,Mortgaged,0,61704,55691,Master's,0,Rent,2,0,Joint,161,Self-Employed,NY,0
60262,24642,680,0.33,34,0,24,7.2,Business,Single,4,Rented,0,83879,54850,PhD,0,Own,3,4,Individual,1309,Unemployed,TX,1
57080,40585,372,0.42,38,4,36,5.76,Business,Divorced,2,Owned,1,29667,15268,PhD,1,Rent,13,2,Joint,681,Self-Employed,NC,1
21324,25025,815,0.75,37,3,24,7.13,Medical,Single,0,Rented,0,98343,82190,High School,0,Rent,26,2,Joint,3296,Unemployed,MI,1
111267,9458,375,0.73,14,1,24,3.18,Home Improvement,Married,3,Rented,2,93045,29083,PhD,0,Rent,17,3,Individual,1961,Retired,NC,0
144707,10307,376,0.16,5,0,48,11.55,Home Improvement,Single,2,Rented,2,82062,7204,Master's,0,Own,6,1,Joint,2015,Retired,NY,0
55909,46701,709,0.19,7,1,48,3.96,Education,Divorced,0,Rented,0,76933,82312,Master's,0,Mortgage,3,1,Joint,2595,Unemployed,PA,0
109339,23425,405,0.45,39,3,12,2.68,Personal,Widowed,4,Rented,1,29196,97914,PhD,0,Own,25,7,Joint,569,Self-Employed,NC,0
39870,48427,775,0.17,21,0,12,14.33,Business,Married,2,Owned,0,43048,23775,High School,0,Mortgage,1,2,Individual,1142,Unemployed,CA,0
54578,33273,574,0.34,0,2,36,4.91,Personal,Widowed,3,Rented,1,50528,98287,High School,0,Rent,15,3,Individual,3883,Salaried,FL,0
92124,43506,387,0.2,12,2,48,12.85,Personal,Single,1,Mortgaged,1,19668,47470,PhD,0,Rent,8,1,Individual,2467,Retired,TX,0
137611,10668,376,0.55,23,2,60,14.56,Business,Married,0,Owned,2,59424,37757,High School,0,Rent,23,4,Joint,1851,Unemployed,NC,0
123605,30934,376,0.76,20,3,12,9.18,Business,Married,2,Mortgaged,0,42313,74321,PhD,0,Own,12,8,Individual,652,Self-Employed,NY,0
46790,12697,741,0.8,3,2,12,9.08,Education,Single,3,Owned,1,17624,51761,PhD,0,Rent,7,8,Individual,1302,Unemployed,TX,1
138874,29417,839,0.36,6,0,48,7.09,Medical,Married,2,Mortgaged,1,38563,70733,Bachelor's,0,Own,27,7,Joint,2656,Self-Employed,TX,0
45289,21446,544,0.52,11,2,48,7.82,Business,Single,4,Rented,1,74001,59928,PhD,1,Own,16,8,Individual,171,Retired,MI,0
75129,45597,681,0.7,12,0,36,8.53,Personal,Widowed,0,Mortgaged,1,17506,32281,High School,0,Mortgage,8,8,Joint,4926,Self-Employed,TX,0
113714,15751,441,0.18,15,3,48,4.4,Education,Widowed,4,Rented,2,76056,64059,Master's,1,Mortgage,9,8,Joint,4942,Retired,MI,0
114246,12352,667,0.58,5,1,24,7.06,Home Improvement,Divorced,4,Owned,2,77262,90419,PhD,0,Mortgage,8,9,Individual,1382,Retired,FL,0
35485,18516,383,0.39,13,4,60,12.7,Education,Divorced,1,Rented,2,72586,53829,Bachelor's,1,Mortgage,6,1,Joint,244,Self-Employed,CA,0
64482,28299,442,0.24,30,2,24,4.78,Business,Single,4,Mortgaged,2,68450,80537,Bachelor's,0,Own,1,2,Joint,1618,Unemployed,PA,0
106188,36957,651,0.38,35,4,24,11.62,Business,Single,3,Rented,2,15228,98863,Bachelor's,0,Own,16,3,Joint,3241,Salaried,NC,0
24748,33927,844,0.15,36,1,24,10.64,Medical,Widowed,0,Rented,0,17287,71538,Bachelor's,0,Mortgage,1,0,Individual,1021,Unemployed,IL,0
106769,46094,451,0.59,34,3,12,3.22,Education,Married,1,Owned,0,52435,4008,High School,1,Mortgage,13,5,Joint,3347,Self-Employed,NY,1
29435,41412,457,0.28,9,3,24,2.78,Business,Single,2,Rented,2,14997,34163,Master's,0,Mortgage,11,1,Joint,4279,Retired,MI,0
23709,34493,745,0.32,16,1,12,6.91,Personal,Married,4,Owned,1,74739,25713,PhD,0,Mortgage,23,3,Joint,381,Self-Employed,GA,0
143961,31711,602,0.18,29,4,48,11.15,Personal,Divorced,2,Mortgaged,1,48154,37140,PhD,0,Mortgage,11,4,Individual,2521,Unemployed,OH,1
50355,13003,749,0.71,6,2,60,6.63,Education,Widowed,1,Owned,0,35492,39533,Master's,0,Mortgage,19,3,Joint,2131,Self-Employed,NY,0
75771,36707,523,0.45,17,0,60,10.85,Medical,Single,2,Mortgaged,0,61134,15431,PhD,0,Mortgage,19,5,Joint,541,Retired,OH,0
77799,8278,342,0.5,18,3,24,10.82,Education,Divorced,3,Mortgaged,0,33023,79862,PhD,0,Rent,11,9,Individual,2940,Self-Employed,GA,0
33116,12296,563,0.5,14,1,60,12.58,Medical,Single,1,Rented,2,63464,36248,Bachelor's,0,Mortgage,25,9,Individual,3954,Retired,IL,1
45470,30398,302,0.39,38,4,12,3.74,Personal,Divorced,0,Owned,1,79457,55280,Bachelor's,0,Mortgage,15,5,Joint,4803,Retired,IL,0
62344,40842,567,0.23,21,2,48,9.71,Business,Widowed,0,Mortgaged,1,95654,52753,High School,0,Own,10,8,Individual,4931,Self-Employed,FL,0
62918,18261,315,0.62,38,4,24,3.28,Home Improvement,Single,0,Rented,0,28429,17423,Master's,0,Mortgage,20,8,Joint,1658,Unemployed,NC,0
72224,16173,633,0.19,29,2,36,4.7,Business,Single,0,Rented,0,69323,98950,High School,0,Mortgage,16,0,Individual,704,Unemployed,CA,1
59298,35449,763,0.17,19,0,60,6.57,Personal,Married,1,Mortgaged,0,69665,606,PhD,0,Mortgage,3,9,Individual,4641,Salaried,NC,0
128492,46080,358,0.6,31,0,60,11.34,Personal,Married,1,Rented,0,22019,10332,Bachelor's,1,Own,29,7,Joint,2177,Salaried,GA,1
100219,6637,476,0.25,24,1,24,14.67,Business,Single,1,Owned,2,85580,75665,Bachelor's,0,Own,2,4,Joint,2739,Unemployed,TX,0
81629,36781,362,0.31,22,1,60,6.78,Business,Widowed,4,Mortgaged,1,69450,31821,Bachelor's,0,Rent,21,0,Individual,3684,Retired,IL,0
86040,18652,606,0.43,4,2,60,9.01,Personal,Married,1,Mortgaged,2,77181,96094,Master's,0,Own,25,4,Joint,3376,Self-Employed,PA,0
119518,10103,545,0.41,29,2,36,5.74,Business,Single,1,Rented,1,13441,71153,PhD,0,Own,14,5,Individual,4103,Self-Employed,NY,0
119835,30500,588,0.6,38,2,12,10.94,Home Improvement,Single,1,Mortgaged,2,10919,25233,Master's,0,Rent,15,6,Joint,1380,Self-Employed,FL,0
48016,39800,631,0.54,26,2,24,7.08,Home Improvement,Divorced,0,Mortgaged,1,50150,98111,Bachelor's,0,Own,28,2,Joint,4601,Retired,MI,0
43960,40529,826,0.55,36,0,24,8.52,Education,Widowed,3,Mortgaged,2,48194,96281,Master's,0,Rent,24,8,Joint,4040,Unemployed,NY,1
53591,23452,554,0.6,6,1,36,9.6,Home Improvement,Married,0,Owned,1,23710,63172,Bachelor's,0,Rent,8,2,Individual,2112,Unemployed,PA,1
102848,36174,809,0.3,4,1,36,11.08,Personal,Married,3,Owned,2,95871,64143,Master's,1,Own,1,0,Joint,3745,Retired,MI,0
123333,40436,762,0.33,14,3,12,3.25,Personal,Divorced,3,Owned,1,71439,33223,Master's,0,Own,25,2,Individual,3763,Retired,TX,0
131732,20954,498,0.41,7,1,48,9.44,Education,Single,3,Owned,0,50187,87116,Bachelor's,0,Rent,24,6,Joint,2703,Unemployed,IL,1
134821,22186,570,0.32,8,1,24,7.89,Medical,Married,0,Rented,1,71737,26613,PhD,0,Rent,14,9,Joint,2156,Self-Employed,FL,0
87641,17356,363,0.79,10,4,60,4.17,Education,Single,4,Mortgaged,1,97187,66458,PhD,0,Rent,27,0,Joint,2169,Self-Employed,NC,0
56395,37963,529,0.67,21,4,12,5.1,Medical,Married,2,Owned,2,40716,65456,Master's,0,Rent,14,3,Individual,780,Self-Employed,NC,1
131276,7187,548,0.22,33,3,24,13.55,Medical,Married,4,Rented,0,62451,69593,Bachelor's,0,Own,29,6,Individual,357,Unemployed,PA,0
149695,16707,545,0.1,34,2,12,13.4,Business,Single,0,Owned,2,45626,54472,High School,1,Mortgage,19,2,Individual,4324,Self-Employed,PA,0
42700,40098,456,0.13,12,3,48,2.92,Home Improvement,Single,3,Rented,1,53250,80174,Master's,1,Rent,8,6,Joint,1133,Retired,IL,0
54620,31935,387,0.27,10,3,24,11.12,Medical,Married,2,Owned,1,78286,32890,High School,0,Own,9,3,Individual,3782,Unemployed,IL,1
123214,26225,612,0.18,31,0,60,9.43,Business,Divorced,4,Owned,1,81850,43185,Bachelor's,0,Rent,15,6,Individual,3771,Unemployed,CA,1
148148,8606,365,0.47,14,1,24,14.25,Education,Divorced,1,Mortgaged,1,59905,21511,PhD,1,Mortgage,12,8,Joint,277,Self-Employed,IL,1
40559,37828,319,0.7,37,0,12,13.85,Education,Divorced,4,Owned,2,27870,40961,PhD,0,Own,18,9,Individual,847,Salaried,CA,0
113045,31489,332,0.62,0,1,48,9.74,Medical,Divorced,0,Owned,0,55313,83089,Bachelor's,0,Own,1,4,Joint,3602,Unemployed,FL,1
113396,19387,372,0.25,23,3,12,4.24,Business,Divorced,2,Rented,1,73959,46679,Master's,0,Mortgage,15,2,Joint,2833,Retired,GA,0
81642,8927,642,0.38,39,1,12,8.25,Personal,Single,1,Mortgaged,2,42716,88545,PhD,0,Mortgage,1,0,Joint,3885,Unemployed,NY,1
96539,11296,432,0.46,21,2,36,11.56,Home Improvement,Married,2,Mortgaged,2,22438,66601,Master's,0,Own,1,2,Joint,3063,Self-Employed,CA,0
41732,35444,354,0.67,2,2,12,14.4,Medical,Divorced,2,Rented,2,19632,50533,PhD,0,Mortgage,21,3,Joint,727,Retired,NY,0
148675,7591,360,0.69,13,3,48,7.05,Personal,Widowed,4,Owned,2,13371,83594,PhD,0,Own,2,1,Individual,4911,Salaried,GA,0
111362,49895,819,0.74,1,4,60,12.31,Home Improvement,Married,3,Rented,2,57340,68154,Master's,0,Mortgage,4,3,Individual,287,Salaried,TX,1
50354,31147,571,0.46,31,2,36,11.04,Personal,Widowed,4,Owned,1,24754,88755,Bachelor's,0,Rent,17,4,Individual,929,Self-Employed,IL,1
33843,43889,545,0.59,37,3,12,3.48,Business,Single,1,Owned,1,41296,88284,Master's,0,Rent,2,7,Individual,1856,Retired,CA,0
130008,6200,475,0.18,32,0,24,9.47,Medical,Married,0,Mortgaged,0,56531,67632,High School,0,Own,7,4,Joint,1278,Retired,NC,0
134065,20721,616,0.5,5,4,36,4.79,Personal,Single,4,Owned,0,61358,33719,PhD,0,Own,25,1,Individual,2112,Salaried,NC,0
91726,24238,430,0.27,38,2,48,11.04,Personal,Widowed,3,Mortgaged,0,26283,73157,PhD,0,Own,22,0,Individual,2460,Self-Employed,NC,0
37640,16087,401,0.4,24,3,24,10.13,Personal,Married,3,Mortgaged,0,24367,49903,Master's,0,Rent,10,8,Joint,3495,Self-Employed,PA,0
72528,35816,609,0.54,33,3,48,14.66,Medical,Married,4,Rented,2,28753,82559,Bachelor's,1,Rent,10,3,Joint,3882,Salaried,FL,1
58413,28408,591,0.28,10,0,24,14.19,Business,Single,1,Owned,2,40779,83785,PhD,0,Own,13,8,Joint,3484,Unemployed,NC,1
148142,44740,794,0.14,36,0,60,2.62,Business,Married,3,Rented,2,49933,57117,High School,0,Mortgage,5,8,Joint,142,Salaried,NY,0
72638,5136,660,0.11,6,4,48,3.5,Personal,Widowed,3,Rented,2,17346,73654,High School,0,Own,26,0,Individual,623,Retired,PA,1
72736,22413,637,0.12,21,2,24,12.11,Business,Single,1,Rented,2,46538,56347,Master's,0,Own,27,6,Joint,4286,Unemployed,NC,0
127892,23978,309,0.11,38,3,48,11.07,Home Improvement,Widowed,1,Rented,2,53212,51292,PhD,0,Own,7,5,Individual,4633,Unemployed,IL,1
130133,5661,348,0.18,9,4,36,12.51,Business,Married,1,Mortgaged,2,99488,19122,Bachelor's,0,Mortgage,25,1,Individual,3257,Unemployed,NY,1
126357,40240,786,0.27,20,4,48,5.84,Personal,Widowed,1,Mortgaged,2,85890,93400,Bachelor's,0,Rent,29,9,Individual,1709,Retired,MI,0
88866,32253,620,0.25,5,0,48,13.12,Home Improvement,Married,4,Mortgaged,0,90637,13795,Master's,0,Mortgage,14,3,Individual,3096,Salaried,OH,0
39087,31884,432,0.79,0,3,24,8.03,Medical,Widowed,4,Mortgaged,1,43859,88702,PhD,1,Rent,18,4,Joint,4023,Unemployed,PA,0
61430,37854,382,0.31,33,1,48,5.77,Education,Widowed,2,Owned,0,37045,21811,Bachelor's,0,Rent,22,4,Individual,387,Self-Employed,NY,0
44504,15704,356,0.19,13,0,60,2.63,Business,Divorced,2,Mortgaged,2,99919,34719,Master's,0,Mortgage,19,6,Individual,4407,Self-Employed,IL,1
27114,43987,675,0.48,35,3,12,13.39,Home Improvement,Married,2,Owned,2,32737,12587,PhD,0,Rent,26,9,Joint,3560,Unemployed,TX,0
98859,29527,648,0.7,26,4,36,9.19,Education,Divorced,3,Rented,2,27261,38787,Bachelor's,0,Mortgage,28,1,Individual,4414,Salaried,PA,0
119657,21322,570,0.57,8,4,24,14.69,Medical,Divorced,1,Owned,1,38618,82479,High School,0,Rent,26,2,Joint,445,Retired,CA,0
30975,11968,782,0.31,5,2,48,11.43,Education,Single,4,Mortgaged,2,48868,15713,PhD,1,Own,20,1,Joint,1134,Unemployed,MI,0
31023,32518,410,0.49,30,1,48,3.51,Medical,Single,4,Mortgaged,2,16512,8975,Master's,0,Rent,21,6,Joint,4815,Retired,OH,0
41447,32886,375,0.6,16,0,48,9.85,Personal,Widowed,1,Mortgaged,0,97605,6958,Bachelor's,0,Mortgage,21,6,Joint,4855,Self-Employed,CA,0
110469,6700,457,0.61,35,2,36,2.71,Personal,Married,2,Rented,0,95551,91978,Bachelor's,0,Rent,10,8,Joint,2190,Self-Employed,TX,1
145899,33246,831,0.57,20,2,12,9.47,Medical,Single,3,Rented,2,44329,78350,Master's,0,Own,8,3,Individual,681,Unemployed,PA,1
43959,40468,628,0.71,26,1,60,6.88,Education,Divorced,4,Mortgaged,1,97367,6647,PhD,0,Mortgage,21,3,Individual,1296,Retired,PA,0
86203,28199,421,0.71,27,0,60,10.54,Business,Married,0,Rented,1,52071,91237,PhD,0,Own,2,5,Individual,2514,Salaried,TX,0
139156,49589,340,0.51,15,0,24,9.27,Education,Widowed,3,Owned,0,61306,92765,High School,0,Own,14,2,Joint,1957,Self-Employed,NC,0
49703,37115,466,0.4,34,4,12,5.77,Education,Widowed,3,Owned,0,26587,79031,Bachelor's,1,Own,2,2,Individual,3361,Retired,PA,1
29337,10520,322,0.55,35,0,12,4.53,Business,Single,2,Owned,1,31060,73615,Master's,0,Mortgage,12,8,Individual,2842,Salaried,OH,1
66427,49278,578,0.67,34,2,36,7.56,Education,Single,1,Owned,0,86367,51328,High School,1,Rent,17,6,Joint,3593,Retired,GA,0
141507,41455,768,0.1,18,4,48,14.84,Education,Single,0,Mortgaged,2,32463,13976,Bachelor's,1,Own,18,8,Joint,960,Self-Employed,NY,0
81529,25929,699,0.79,20,0,12,7.95,Home Improvement,Widowed,2,Mortgaged,2,56748,15679,Bachelor's,0,Mortgage,17,1,Individual,2948,Self-Employed,CA,0
122023,46605,308,0.23,32,1,48,11.86,Medical,Divorced,1,Owned,2,30093,78427,Bachelor's,0,Rent,15,3,Individual,4107,Unemployed,CA,0
104665,19955,312,0.43,22,2,36,3.21,Personal,Single,0,Owned,2,98890,53802,Master's,0,Rent,3,7,Joint,1979,Retired,TX,1
125787,49049,351,0.71,5,3,24,7.24,Medical,Widowed,4,Mortgaged,0,74866,31501,Master's,0,Mortgage,21,8,Individual,4364,Self-Employed,GA,1
51921,18917,508,0.26,31,1,24,9.75,Education,Married,0,Rented,2,84261,94689,Master's,0,Mortgage,19,2,Individual,1000,Retired,MI,1
53307,9757,849,0.43,21,1,48,11.89,Business,Widowed,2,Owned,2,64214,96503,High School,0,Rent,27,7,Individual,999,Unemployed,NY,0
47355,18045,701,0.19,2,0,48,9.1,Business,Married,0,Rented,2,58331,50095,Bachelor's,1,Rent,23,7,Individual,3390,Self-Employed,OH,0
123268,46680,490,0.38,34,4,12,8.94,Personal,Married,0,Mortgaged,2,24201,9283,Bachelor's,1,Own,26,2,Joint,2648,Self-Employed,PA,1
147016,9733,350,0.22,15,4,36,12.05,Personal,Divorced,0,Owned,1,28696,77069,High School,0,Rent,11,7,Individual,4344,Salaried,MI,0
24835,35954,692,0.35,24,2,24,6.42,Personal,Single,4,Owned,2,90949,34511,High School,1,Own,18,5,Joint,2414,Unemployed,NC,0
40159,36135,599,0.36,16,0,12,3.63,Business,Married,1,Rented,0,37505,69518,Master's,0,Own,21,8,Joint,113,Retired,TX,0
124346,12081,495,0.8,38,4,60,6.84,Education,Single,0,Rented,2,51333,30412,Bachelor's,0,Rent,29,0,Joint,1373,Retired,IL,0
67605,46458,716,0.8,12,3,12,4.49,Personal,Widowed,3,Rented,1,54908,34448,PhD,0,Mortgage,3,8,Individual,519,Salaried,IL,0
141790,28501,719,0.18,27,0,48,14.57,Personal,Single,2,Rented,2,29042,82011,PhD,0,Rent,18,7,Individual,4776,Unemployed,PA,0
125616,26113,821,0.61,10,0,60,9.72,Business,Widowed,3,Owned,0,75106,36787,High School,0,Own,4,9,Individual,3524,Retired,CA,0
58088,39441,655,0.14,9,4,12,8.08,Education,Married,1,Mortgaged,0,30699,71305,High School,0,Rent,28,7,Joint,3279,Retired,TX,1
98752,29690,447,0.12,38,1,36,13.9,Personal,Divorced,2,Rented,1,60652,42478,High School,0,Rent,9,7,Individual,3098,Salaried,OH,0
75284,48939,664,0.17,23,0,24,13.75,Education,Married,1,Rented,0,55679,59920,PhD,0,Mortgage,25,9,Joint,4630,Self-Employed,OH,1
77043,34345,663,0.78,37,1,60,7.7,Home Improvement,Widowed,2,Mortgaged,0,44780,58759,PhD,0,Own,6,6,Individual,296,Retired,FL,1
145388,49571,701,0.76,23,2,36,13.43,Personal,Married,3,Owned,0,75506,90551,Master's,0,Own,7,2,Joint,431,Unemployed,IL,0
55547,31829,791,0.24,32,2,12,3.3,Personal,Divorced,3,Mortgaged,1,20144,91897,Master's,0,Own,1,5,Joint,2940,Retired,NC,0
117007,40062,528,0.21,16,4,48,13.57,Business,Single,4,Mortgaged,1,81391,39542,Bachelor's,0,Own,3,9,Joint,705,Retired,TX,1
102844,8630,836,0.27,35,2,48,6.38,Home Improvement,Widowed,1,Rented,1,34575,5316,Master's,1,Mortgage,15,7,Joint,1427,Unemployed,FL,1
47532,36870,567,0.46,34,4,36,9.56,Home Improvement,Single,3,Mortgaged,1,55929,21858,Bachelor's,0,Mortgage,2,7,Individual,2110,Unemployed,NC,0
54349,49942,704,0.5,5,4,48,5.87,Home Improvement,Divorced,2,Mortgaged,1,97183,40149,Master's,0,Own,9,3,Joint,3137,Self-Employed,NC,1
142402,8453,310,0.26,15,1,24,14.81,Medical,Married,0,Owned,1,43298,56527,Master's,0,Rent,26,7,Joint,4100,Retired,CA,0
138012,42275,619,0.63,27,1,36,3.4,Business,Divorced,0,Rented,1,23516,74356,Master's,0,Own,8,7,Individual,4853,Self-Employed,OH,0
65445,48370,425,0.32,31,2,36,8.09,Business,Widowed,0,Rented,1,29086,19400,PhD,0,Rent,19,0,Joint,1636,Unemployed,IL,1
25713,43396,605,0.75,25,1,48,10.26,Personal,Widowed,4,Rented,1,68921,39843,PhD,0,Own,26,4,Individual,681,Salaried,IL,0
76178,13328,810,0.56,10,0,36,10.2,Business,Married,3,Owned,2,40051,3080,High School,0,Mortgage,14,6,Individual,1768,Salaried,FL,0
69407,20534,388,0.41,24,3,12,11.73,Personal,Widowed,1,Owned,1,11631,37005,Master's,0,Mortgage,24,7,Individual,614,Self-Employed,MI,0
90340,24744,654,0.65,30,0,60,11.56,Personal,Divorced,1,Owned,2,34229,95765,PhD,0,Own,10,8,Individual,701,Retired,MI,0
70990,24389,651,0.67,20,0,60,12.41,Medical,Widowed,4,Owned,1,60771,44815,Bachelor's,0,Rent,24,5,Individual,1577,Self-Employed,IL,0
95672,41320,313,0.3,2,4,48,5.43,Business,Single,2,Rented,1,28254,36520,Master's,0,Rent,11,9,Individual,3950,Retired,GA,0
149473,40010,556,0.34,11,3,24,7.13,Business,Divorced,3,Rented,1,45014,52635,PhD,0,Rent,8,4,Individual,1966,Salaried,TX,0
85545,19665,508,0.76,39,4,24,7.28,Medical,Divorced,3,Mortgaged,2,19654,11357,High School,0,Mortgage,4,7,Joint,1419,Salaried,CA,0
104791,42865,580,0.22,24,1,48,14.45,Medical,Widowed,2,Owned,2,77733,97180,High School,0,Rent,23,5,Joint,4297,Self-Employed,CA,0
78141,13640,742,0.13,16,1,48,7.62,Business,Married,2,Mortgaged,1,13602,90816,Bachelor's,0,Rent,26,1,Individual,3235,Retired,TX,0
43793,39716,688,0.42,37,3,36,5.27,Business,Married,3,Owned,1,51818,42325,Bachelor's,0,Rent,8,8,Joint,1715,Retired,TX,0
76570,30521,782,0.66,35,2,24,10.4,Personal,Married,3,Mortgaged,2,75095,80159,PhD,0,Mortgage,10,8,Individual,2871,Retired,IL,0
115084,35049,446,0.64,35,1,60,7.84,Education,Widowed,0,Rented,1,37184,40627,High School,0,Own,15,0,Individual,2231,Retired,PA,0
57892,10618,578,0.74,18,0,48,5.63,Personal,Widowed,1,Rented,1,88760,14233,PhD,0,Mortgage,13,8,Joint,2621,Salaried,OH,0
21015,42004,820,0.47,1,3,60,11.44,Home Improvement,Widowed,0,Owned,2,26406,15262,Master's,1,Mortgage,5,4,Individual,2374,Salaried,PA,0
144704,6920,733,0.17,16,3,60,4.9,Home Improvement,Divorced,0,Rented,2,72539,1555,Bachelor's,0,Own,25,8,Individual,2403,Salaried,GA,0
81813,48937,443,0.51,29,1,24,10.42,Education,Divorced,1,Owned,2,78208,46931,Bachelor's,0,Own,15,4,Individual,4432,Self-Employed,CA,0
47712,9188,588,0.64,9,1,60,7.88,Medical,Widowed,4,Mortgaged,1,88106,63712,Master's,0,Rent,25,9,Joint,4685,Salaried,NC,0
120497,17207,685,0.17,34,4,36,6.49,Home Improvement,Married,4,Owned,2,43797,59560,Master's,0,Rent,3,5,Joint,2812,Unemployed,PA,0
28415,5238,313,0.22,35,4,36,14.32,Medical,Single,4,Mortgaged,1,26776,85547,Master's,0,Own,3,8,Joint,1803,Self-Employed,CA,0
131854,37972,556,0.11,32,0,24,6.56,Medical,Married,4,Mortgaged,0,58962,86001,High School,1,Rent,29,6,Individual,636,Unemployed,IL,0
132816,15799,645,0.52,0,3,36,6.84,Personal,Divorced,2,Owned,0,98044,71355,High School,1,Own,24,3,Joint,4205,Retired,TX,0
148778,10552,644,0.72,17,2,48,13.38,Medical,Divorced,0,Rented,1,84211,53342,Master's,1,Rent,13,5,Individual,464,Unemployed,GA,1
82292,33916,699,0.57,3,2,24,4.11,Education,Married,2,Mortgaged,1,53817,27582,Bachelor's,0,Mortgage,23,7,Joint,4870,Retired,IL,0
43833,9927,506,0.79,26,3,60,3.85,Personal,Married,2,Rented,2,14923,52817,Bachelor's,0,Rent,9,4,Individual,2430,Salaried,NY,0
24158,32964,471,0.14,24,0,48,6.03,Education,Divorced,1,Mortgaged,1,36799,34572,High School,0,Own,29,3,Joint,4191,Unemployed,CA,0
