Applicant_Income,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Employment_History,Previous_Defaults,Loan_Term,Interest_Rate,Loan_Purpose,Marital_Status,Number_of_Dependents,Residence_Status,Bankruptcies,Annual_Expenses,Co-Applicant_Income,Education_Level,Self_Employed,Home_Ownership,Credit_History_Length,Missed_Payments,Loan_Application_Type,Monthly_Installment,Employment_Type,State,Default
123305,59128,816,0.59,38,1,48,12.14,Education,Single,0,Mortgaged,1,93405,12085,Bachelor's,0,Rent,9,9,Joint,2614,Unemployed,NC,0
40580,10995,450,0.66,14,1,24,2.7,Medical,Married,5,Owned,1,96153,6310,PhD,1,Rent,8,4,Individual,4258,Salaried,OH,0
112002,43715,454,0.76,12,4,48,6.83,Business,Widowed,5,Rented,1,21757,14619,Master's,0,Own,30,10,Joint,5396,Unemployed,PA,1
27760,8899,814,0.27,44,0,36,10.72,Home Improvement,Married,3,Rented,1,46272,11346,Bachelor's,0,Own,17,0,Joint,4845,Unemployed,PA,1
131492,13868,393,0.66,18,3,12,3.85,Medical,Married,1,Owned,3,48371,64236,Bachelor's,1,Own,17,5,Individual,523,Retired,IL,1
95411,32044,734,0.65,23,1,60,5.63,Home Improvement,Single,2,Rented,1,116593,99733,High School,0,Mortgage,8,6,Individual,1376,Salaried,NC,0
64869,37441,677,0.85,12,4,12,4.77,Personal,Widowed,0,Owned,1,79487,96373,Master's,1,Rent,26,10,Individual,1283,Unemployed,FL,1
117963,29037,779,0.37,29,0,36,12.93,Business,Widowed,1,Rented,1,18994,13849,Master's,0,Mortgage,31,8,Individual,3042,Salaried,NC,0
138491,13740,596,0.39,16,0,24,9.69,Business,Divorced,5,Owned,0,45676,102064,Bachelor's,0,Rent,4,7,Individual,4480,Retired,IL,0
125282,29129,782,0.59,2,5,48,3.99,Education,Single,5,Rented,3,23624,70429,PhD,1,Mortgage,12,11,Joint,2712,Unemployed,TX,1
103186,53664,473,0.79,11,1,12,5.39,Education,Married,5,Mortgaged,1,103636,52415,Master's,0,Mortgage,31,0,Individual,4463,Self-Employed,PA,0
149659,41573,588,0.52,14,1,48,6.3,Business,Single,4,Rented,3,68499,46998,High School,0,Own,19,7,Joint,4765,Self-Employed,NC,1
33056,10418,671,0.84,35,0,24,5.17,Business,Divorced,3,Owned,3,98469,56567,Master's,0,Mortgage,32,11,Individual,5099,Self-Employed,CA,0
145091,15279,740,0.46,35,3,72,8.77,Medical,Divorced,3,Mortgaged,1,78549,56873,Master's,0,Rent,3,3,Individual,4923,Unemployed,IL,0
110356,34084,483,0.61,44,0,72,2.87,Education,Single,2,Mortgaged,3,85485,102665,PhD,0,Mortgage,26,4,Individual,550,Unemployed,FL,0
115651,29261,457,0.77,25,3,72,11.67,Personal,Divorced,1,Mortgaged,3,106634,3909,High School,0,Own,22,3,Individual,2291,Self-Employed,FL,0
147133,23729,839,0.26,30,1,48,13.23,Business,Married,5,Rented,0,71606,92118,PhD,0,Own,33,3,Individual,4388,Self-Employed,TX,1
31898,48656,480,0.36,30,3,72,11.13,Personal,Single,3,Mortgaged,1,75360,39165,PhD,0,Own,2,2,Individual,5606,Unemployed,PA,0
159507,30950,372,0.66,17,1,48,14.86,Personal,Divorced,0,Rented,3,98534,30472,High School,0,Own,34,5,Individual,1967,Retired,CA,0
154272,9965,561,0.59,15,2,12,13.66,Education,Single,4,Rented,2,60963,78629,Master's,0,Mortgage,32,11,Individual,2124,Salaried,CA,1
82226,37260,800,0.64,4,5,60,13.8,Medical,Married,2,Rented,3,33934,30432,Master's,0,Rent,9,0,Individual,1088,Retired,NC,0
139332,33628,321,0.68,31,0,24,5.17,Personal,Married,4,Owned,3,117747,85315,Master's,1,Rent,5,11,Individual,3577,Retired,IL,0
52285,52374,755,0.73,39,1,36,7.48,Medical,Married,4,Owned,0,39076,10251,PhD,0,Rent,29,2,Individual,3922,Retired,MI,0
58228,49346,345,0.24,14,3,12,9.23,Home Improvement,Widowed,4,Owned,3,12764,50765,Master's,1,Mortgage,17,8,Individual,3620,Unemployed,PA,1
86822,53288,633,0.38,12,4,60,11.63,Personal,Divorced,2,Owned,2,112149,8934,PhD,0,Rent,6,11,Joint,4187,Unemployed,NC,0
150367,18618,721,0.79,23,2,12,4.23,Personal,Married,4,Owned,0,65857,101284,Master's,0,Rent,28,8,Individual,2304,Salaried,FL,0
68284,31747,698,0.27,24,5,48,6.2,Business,Single,1,Mortgaged,3,98853,92392,PhD,0,Rent,14,1,Individual,5453,Unemployed,OH,0
25995,26970,716,0.23,4,5,24,10.32,Home Improvement,Single,3,Rented,1,61695,64393,Master's,0,Rent,26,4,Individual,3517,Retired,PA,1
78856,24878,519,0.18,40,2,24,10.08,Home Improvement,Widowed,2,Mortgaged,0,43602,53496,Bachelor's,0,Rent,11,1,Joint,3657,Self-Employed,IL,0
33337,7232,655,0.63,27,1,48,4.75,Education,Divorced,2,Rented,1,33272,96387,Master's,0,Own,4,6,Joint,859,Unemployed,MI,0
100676,13724,377,0.39,24,1,60,14.28,Home Improvement,Married,1,Mortgaged,3,109536,13658,High School,0,Own,31,1,Joint,3518,Self-Employed,NC,0
60580,49269,346,0.24,2,5,72,7.54,Medical,Divorced,2,Mortgaged,0,54779,96962,Master's,0,Own,2,4,Individual,5379,Retired,NY,1
98914,33900,715,0.56,32,4,72,4.57,Business,Single,4,Owned,0,14267,76513,High School,1,Mortgage,21,9,Joint,4555,Self-Employed,MI,0
143006,8932,708,0.53,35,1,12,13.44,Education,Widowed,2,Mortgaged,1,65166,87997,PhD,1,Mortgage,12,1,Individual,4429,Unemployed,NC,1
122885,57012,626,0.21,34,5,12,7.55,Home Improvement,Single,2,Rented,3,99864,92368,PhD,1,Mortgage,27,7,Individual,4739,Retired,CA,1
57702,54667,846,0.85,32,3,24,3.89,Education,Divorced,2,Owned,1,94639,89287,Master's,0,Own,20,1,Joint,5618,Salaried,MI,1
25029,23837,757,0.7,43,3,48,11.46,Personal,Divorced,5,Owned,3,41750,26312,High School,0,Own,9,7,Joint,2350,Retired,MI,0
42163,42599,454,0.27,21,1,72,3.26,Business,Single,4,Owned,0,48000,6515,PhD,0,Mortgage,18,10,Joint,5047,Salaried,NC,1
70477,45333,778,0.69,2,0,48,9.24,Home Improvement,Married,2,Rented,3,58648,81382,Master's,0,Mortgage,16,11,Joint,5492,Self-Employed,OH,0
28904,59682,319,0.2,7,5,36,4.16,Personal,Divorced,1,Owned,1,99410,28142,PhD,0,Mortgage,15,5,Joint,2744,Retired,OH,0
64904,39588,686,0.45,24,5,48,13.03,Business,Widowed,5,Owned,3,49600,97394,High School,0,Mortgage,10,3,Individual,2950,Salaried,NY,1
80976,33147,525,0.73,12,5,60,13.63,Personal,Widowed,2,Mortgaged,0,29630,19601,PhD,0,Own,8,5,Joint,2985,Unemployed,PA,0
158103,38195,709,0.76,22,0,48,14.4,Education,Widowed,5,Mortgaged,2,111568,42696,High School,0,Own,28,6,Joint,2607,Unemployed,PA,1
116181,44929,681,0.25,25,2,12,7.75,Education,Widowed,4,Rented,2,61207,8635,PhD,1,Own,3,1,Joint,2416,Salaried,NC,0
26516,41095,691,0.57,33,4,72,2.61,Home Improvement,Married,1,Mortgaged,3,39822,101962,PhD,0,Own,15,10,Individual,2194,Salaried,NY,0
126264,11290,404,0.23,31,2,36,11.83,Personal,Widowed,0,Mortgaged,0,30437,100692,High School,0,Own,1,9,Joint,772,Unemployed,NC,0
105656,54477,809,0.82,42,4,72,14.8,Business,Married,4,Rented,2,99235,13686,PhD,0,Rent,30,9,Individual,652,Salaried,NC,0
126607,43658,434,0.41,6,2,36,6.86,Home Improvement,Divorced,5,Mortgaged,0,53276,20412,Master's,0,Own,26,8,Joint,1373,Salaried,CA,0
108117,39065,689,0.79,22,1,72,5.51,Home Improvement,Married,3,Rented,0,30608,66117,Bachelor's,0,Own,34,8,Joint,1903,Unemployed,FL,0
36340,48835,724,0.11,35,0,12,2.4,Education,Divorced,1,Rented,0,117835,34588,Master's,1,Own,3,0,Joint,3803,Salaried,NC,0
55868,9008,344,0.65,44,0,36,11.68,Home Improvement,Divorced,2,Owned,1,13191,24687,PhD,1,Own,18,2,Individual,218,Self-Employed,GA,0
43448,58406,356,0.6,20,1,48,9.23,Home Improvement,Single,0,Mortgaged,2,64212,70766,PhD,0,Mortgage,4,0,Individual,672,Self-Employed,TX,0
105434,10281,347,0.4,5,1,12,13.86,Medical,Married,1,Owned,0,73170,66473,High School,0,Own,17,9,Joint,1588,Salaried,MI,0
25438,9339,825,0.79,39,1,24,12.48,Personal,Divorced,0,Owned,2,58460,29901,Bachelor's,0,Rent,32,7,Individual,3296,Unemployed,TX,0
42769,13290,551,0.71,23,2,72,9.55,Education,Divorced,2,Rented,1,23824,10527,Master's,1,Mortgage,33,4,Joint,4781,Unemployed,PA,1
137114,39710,528,0.79,6,5,48,6.96,Medical,Widowed,5,Owned,0,90492,23547,Bachelor's,0,Rent,32,1,Joint,1943,Unemployed,NC,0
37346,59284,746,0.65,7,5,12,7.05,Personal,Widowed,2,Rented,2,63466,50500,Bachelor's,0,Own,30,9,Joint,5161,Retired,IL,0
101621,38354,798,0.24,25,2,24,3.68,Medical,Widowed,0,Mortgaged,0,32108,3277,High School,0,Own,7,1,Joint,2898,Unemployed,IL,0
29507,14239,768,0.62,6,5,72,15.27,Home Improvement,Divorced,5,Mortgaged,0,44532,26958,Master's,0,Own,30,4,Individual,5714,Salaried,NC,0
101915,15344,631,0.57,27,2,72,10.57,Education,Divorced,1,Rented,3,82750,53615,Master's,0,Rent,10,1,Joint,3162,Retired,IL,0
114912,24651,525,0.19,11,0,60,7.91,Home Improvement,Single,5,Owned,0,92955,31036,High School,0,Rent,19,11,Joint,3473,Salaried,NY,0
47291,22732,561,0.49,38,3,36,3.04,Education,Widowed,0,Rented,3,43967,43380,Bachelor's,0,Mortgage,13,3,Joint,2994,Retired,FL,0
75941,47208,413,0.37,16,0,48,10.42,Home Improvement,Divorced,2,Rented,0,82073,42954,High School,0,Own,11,5,Joint,2687,Salaried,OH,0
152573,10692,833,0.46,16,3,72,9.83,Business,Married,4,Mortgaged,3,117890,71724,High School,0,Rent,2,5,Individual,4975,Retired,GA,0
43592,12326,606,0.55,3,1,12,3.44,Education,Married,0,Mortgaged,3,52727,33049,Master's,1,Mortgage,13,7,Joint,1871,Self-Employed,OH,0
71081,58524,601,0.82,5,1,60,5.84,Medical,Single,3,Owned,2,88814,26593,PhD,1,Mortgage,24,5,Individual,3058,Retired,MI,0
72779,8997,754,0.12,38,5,72,15.74,Home Improvement,Single,0,Mortgaged,1,115033,74606,High School,0,Own,17,9,Individual,2801,Salaried,GA,0
34854,6236,322,0.22,16,0,36,6.72,Medical,Married,4,Owned,0,21796,44396,PhD,1,Own,25,4,Individual,1506,Unemployed,MI,0
54189,58072,625,0.78,9,5,60,2.46,Education,Divorced,0,Owned,3,104729,23055,High School,0,Rent,3,3,Joint,5502,Unemployed,OH,1
73330,31740,513,0.47,30,4,60,5.6,Home Improvement,Married,3,Owned,3,24834,94837,Bachelor's,0,Rent,10,8,Joint,5419,Salaried,CA,0
99906,28343,626,0.68,26,5,60,11.34,Personal,Married,0,Owned,1,36386,35056,Bachelor's,0,Mortgage,33,2,Individual,5798,Salaried,OH,1
43730,30777,373,0.65,31,3,72,8.22,Home Improvement,Married,5,Owned,2,63583,67896,Bachelor's,1,Own,33,1,Individual,2086,Retired,PA,1
139107,21456,392,0.72,40,1,24,6.01,Business,Widowed,1,Owned,2,95209,13638,High School,0,Own,32,4,Joint,2725,Self-Employed,NY,0
123316,34360,723,0.55,0,3,48,9.71,Home Improvement,Single,5,Mortgaged,3,52301,66695,High School,1,Rent,1,7,Joint,526,Retired,MI,0
105903,19621,839,0.11,27,3,12,9.31,Personal,Divorced,1,Mortgaged,0,83120,35747,PhD,0,Rent,13,10,Joint,431,Salaried,GA,0
36460,25810,616,0.19,42,4,72,15.59,Business,Married,5,Mortgaged,3,42909,79460,PhD,0,Own,26,11,Joint,5527,Unemployed,OH,0
81425,19425,395,0.13,41,4,60,2.3,Personal,Single,0,Owned,1,53835,1644,High School,0,Own,23,5,Joint,5115,Self-Employed,NC,0
67993,25288,522,0.31,3,2,72,3.13,Medical,Married,5,Mortgaged,1,15443,25825,Bachelor's,1,Rent,10,11,Individual,5523,Retired,NC,0
104350,10798,624,0.28,3,3,72,4.08,Business,Married,3,Rented,2,116482,94364,High School,0,Rent,19,8,Joint,1400,Unemployed,TX,0
36844,21037,772,0.38,13,2,72,12.16,Personal,Widowed,5,Mortgaged,3,56929,16049,PhD,0,Own,21,4,Individual,1650,Self-Employed,NC,1
85048,11087,368,0.55,44,1,48,3.9,Personal,Single,3,Owned,3,69634,24918,High School,0,Own,7,2,Joint,3233,Self-Employed,OH,1
47257,6405,630,0.33,25,2,24,14.46,Home Improvement,Married,5,Mortgaged,1,96831,106444,Master's,0,Rent,21,1,Joint,5716,Salaried,NY,1
131945,52736,335,0.78,36,0,36,12.5,Home Improvement,Married,4,Mortgaged,0,39284,53174,Bachelor's,0,Rent,1,2,Individual,1079,Salaried,PA,0
128795,10101,792,0.6,32,4,24,8.43,Home Improvement,Widowed,2,Mortgaged,3,12884,66291,PhD,0,Mortgage,25,3,Individual,4083,Unemployed,IL,0
141933,30588,544,0.1,37,5,24,15.93,Personal,Divorced,1,Owned,0,39125,31148,PhD,0,Own,27,6,Individual,5228,Unemployed,NC,0
145919,26561,607,0.81,21,3,36,13.38,Business,Divorced,5,Mortgaged,2,58295,52148,PhD,0,Own,12,10,Joint,273,Salaried,TX,1
88799,54002,493,0.21,29,0,36,9.73,Personal,Widowed,0,Mortgaged,2,114594,107852,High School,0,Own,31,10,Joint,5049,Unemployed,PA,0
149173,56699,609,0.54,11,1,24,7.17,Medical,Divorced,0,Mortgaged,1,17166,99966,PhD,1,Rent,1,3,Individual,2166,Self-Employed,NY,0
83492,33346,718,0.55,30,5,60,9.44,Business,Married,2,Rented,1,63445,102063,Master's,0,Own,20,10,Joint,1458,Retired,NY,0
99731,48407,354,0.3,15,4,60,5.37,Business,Widowed,5,Mortgaged,1,111797,93212,PhD,0,Rent,23,1,Individual,3624,Self-Employed,TX,1
36515,22170,630,0.23,12,4,48,13.99,Personal,Divorced,5,Rented,0,67485,64419,Bachelor's,0,Mortgage,2,4,Individual,4255,Retired,FL,0
31550,43882,804,0.63,38,3,60,5.83,Medical,Married,1,Owned,1,30176,74280,Bachelor's,0,Mortgage,10,1,Individual,156,Salaried,PA,0
70872,10363,487,0.78,26,5,12,3.09,Medical,Divorced,2,Mortgaged,1,68946,7269,High School,1,Rent,8,7,Joint,338,Self-Employed,PA,0
129005,18334,522,0.46,27,1,36,2.99,Medical,Widowed,0,Owned,0,86196,62368,Bachelor's,1,Rent,10,6,Individual,3823,Unemployed,FL,0
101952,46826,597,0.28,5,2,24,3.67,Personal,Married,4,Rented,3,116040,7146,Bachelor's,0,Rent,34,10,Individual,4216,Self-Employed,TX,1
27907,53000,488,0.69,15,4,60,9.03,Home Improvement,Divorced,3,Mortgaged,0,26979,89819,PhD,0,Own,18,10,Individual,5812,Salaried,OH,0
117090,12701,539,0.78,2,4,36,10.52,Home Improvement,Divorced,1,Rented,1,24690,50727,PhD,0,Rent,28,5,Joint,2946,Salaried,OH,0
70380,12027,616,0.53,19,0,24,5.91,Education,Married,0,Rented,0,92778,50816,PhD,0,Mortgage,30,2,Joint,2793,Unemployed,NY,1
107004,22177,574,0.28,5,0,60,4.98,Education,Divorced,3,Rented,3,74546,18803,PhD,0,Mortgage,21,4,Individual,2349,Salaried,TX,0
62296,48999,573,0.14,29,5,48,12.01,Education,Widowed,0,Rented,0,110752,82063,Bachelor's,1,Own,14,7,Individual,1456,Retired,OH,0
81649,57068,830,0.48,14,4,48,10.51,Business,Single,1,Rented,2,53982,54246,Bachelor's,0,Rent,5,8,Individual,5650,Self-Employed,PA,1
68595,32526,766,0.57,8,4,60,6.13,Education,Divorced,3,Rented,2,13209,20482,Bachelor's,0,Rent,6,0,Joint,612,Self-Employed,GA,1
108093,12059,622,0.57,21,0,12,5.43,Medical,Married,2,Mortgaged,0,96792,13275,High School,0,Rent,13,8,Joint,4094,Retired,GA,1
47208,17326,555,0.47,34,2,36,5.12,Home Improvement,Single,4,Mortgaged,2,82983,55070,Bachelor's,0,Rent,3,2,Individual,1606,Retired,OH,0
64135,38774,383,0.41,40,2,12,2.57,Personal,Single,5,Mortgaged,2,42324,8825,High School,0,Mortgage,26,10,Individual,4115,Salaried,GA,0
89729,54898,612,0.38,23,3,72,15.4,Business,Widowed,3,Rented,1,13042,40432,High School,0,Own,30,5,Joint,1965,Retired,NC,1
116718,19868,332,0.29,44,2,60,2.4,Personal,Widowed,4,Owned,2,39758,100856,Master's,0,Rent,18,2,Individual,3102,Salaried,PA,0
129000,29165,504,0.74,6,5,60,12.26,Home Improvement,Married,0,Mortgaged,1,55682,108275,Master's,0,Own,7,1,Individual,2611,Retired,OH,0
147999,17573,384,0.13,6,1,48,12.44,Education,Widowed,2,Owned,0,84827,24121,Master's,0,Mortgage,34,1,Joint,5861,Self-Employed,IL,0
32697,51885,642,0.59,14,1,24,8.31,Business,Divorced,0,Owned,3,36713,51945,PhD,0,Own,3,11,Individual,5632,Self-Employed,NY,0
59253,58492,792,0.39,32,1,48,8.93,Home Improvement,Single,4,Rented,2,43498,28318,Master's,0,Own,9,1,Individual,856,Self-Employed,OH,0
73819,13590,605,0.74,7,0,72,2.46,Personal,Divorced,3,Owned,3,115728,38856,High School,1,Rent,29,6,Individual,1240,Unemployed,NC,0
113623,54656,312,0.52,28,3,24,15.12,Business,Widowed,3,Owned,0,105620,54846,Master's,0,Mortgage,12,1,Joint,3355,Retired,OH,0
60988,25594,448,0.44,14,4,24,7.14,Home Improvement,Widowed,0,Mortgaged,3,34774,26452,PhD,0,Rent,18,10,Joint,437,Salaried,FL,0
131477,40868,461,0.16,1,2,12,5.3,Home Improvement,Widowed,3,Mortgaged,2,81782,56848,Master's,0,Rent,31,3,Joint,3111,Self-Employed,MI,0
75912,9289,323,0.51,17,1,48,8.56,Business,Married,4,Mortgaged,3,105205,107331,PhD,0,Rent,27,6,Individual,971,Unemployed,IL,0
129217,32699,765,0.28,37,0,12,10.77,Education,Widowed,3,Mortgaged,2,97788,13603,High School,1,Rent,22,1,Individual,4500,Self-Employed,NC,0
43547,52608,459,0.83,35,5,72,6.97,Medical,Divorced,0,Rented,1,21097,105937,Bachelor's,0,Own,8,1,Individual,2922,Salaried,MI,1
35551,33647,578,0.17,1,2,24,15.76,Home Improvement,Married,3,Mortgaged,1,80953,98009,High School,0,Own,15,0,Individual,3585,Self-Employed,GA,0
69102,56349,403,0.79,24,0,12,12.99,Home Improvement,Single,5,Rented,0,25342,59811,Bachelor's,0,Rent,11,7,Individual,5539,Self-Employed,IL,0
133370,17738,591,0.22,29,5,24,7.59,Home Improvement,Widowed,2,Rented,0,57775,2954,High School,0,Mortgage,18,2,Joint,1195,Retired,GA,0
142942,18507,765,0.36,27,4,36,10.8,Business,Single,0,Mortgaged,1,44543,84349,Bachelor's,0,Mortgage,18,6,Individual,5875,Retired,TX,0
120069,9896,336,0.28,12,5,12,10.39,Home Improvement,Divorced,5,Owned,0,71189,76866,PhD,0,Rent,28,5,Individual,523,Unemployed,NY,0
65230,52025,353,0.16,11,1,12,10.39,Education,Widowed,4,Rented,2,36915,80132,High School,0,Rent,22,1,Joint,3383,Unemployed,OH,1
46026,9616,728,0.38,18,4,72,9.74,Medical,Widowed,3,Rented,0,59937,55485,PhD,0,Own,3,3,Individual,1205,Self-Employed,GA,0
80731,32661,312,0.55,31,3,36,10.6,Medical,Married,4,Rented,2,45080,91292,Bachelor's,0,Rent,26,5,Joint,846,Retired,PA,1
100634,19126,559,0.43,41,2,60,8.32,Medical,Widowed,0,Mortgaged,3,82858,12262,PhD,0,Own,20,1,Joint,4411,Salaried,NY,0
43879,39663,562,0.29,23,3,36,13.37,Medical,Widowed,3,Rented,3,119334,35782,Bachelor's,0,Own,10,3,Individual,2288,Salaried,IL,1
38300,11968,307,0.71,22,1,24,14.29,Personal,Divorced,2,Owned,3,104444,66879,PhD,0,Rent,31,7,Joint,3856,Retired,GA,0
96070,31138,495,0.22,28,0,48,10.4,Personal,Single,1,Owned,3,24061,58811,Bachelor's,0,Rent,25,0,Joint,2425,Salaried,IL,0
29113,42858,388,0.31,38,1,12,6.21,Business,Married,1,Owned,3,50104,22109,PhD,0,Own,19,5,Joint,2662,Salaried,GA,0
115381,7476,412,0.31,9,5,36,6.4,Education,Widowed,2,Owned,0,96858,47673,Master's,0,Mortgage,21,8,Individual,1869,Self-Employed,NC,0
57736,9820,517,0.37,6,4,72,7.18,Medical,Widowed,4,Mortgaged,3,82227,56776,Bachelor's,0,Mortgage,11,6,Joint,3558,Unemployed,CA,0
36971,14423,716,0.25,6,2,48,15.84,Medical,Widowed,4,Rented,3,22032,82559,PhD,1,Mortgage,26,10,Joint,2766,Self-Employed,OH,0
158485,19710,529,0.39,20,1,12,12.57,Business,Widowed,3,Owned,2,28029,13636,Master's,1,Mortgage,7,0,Joint,4313,Self-Employed,TX,0
77767,53760,724,0.74,36,3,12,10.57,Medical,Married,3,Owned,2,42234,65461,PhD,0,Rent,22,11,Individual,496,Retired,NY,1
76362,8548,763,0.38,22,5,60,7.21,Education,Widowed,4,Rented,3,98634,78836,Master's,1,Rent,10,7,Joint,5042,Salaried,MI,0
127593,42852,557,0.37,7,5,72,10.52,Business,Single,5,Owned,2,105473,3231,PhD,1,Rent,26,3,Individual,325,Self-Employed,PA,0
87664,7439,814,0.21,41,1,60,11.47,Personal,Married,4,Mortgaged,2,83642,105458,Master's,0,Own,29,3,Joint,5508,Self-Employed,GA,0
115188,36431,618,0.43,22,2,48,2.71,Medical,Widowed,0,Owned,3,14030,13509,Master's,0,Rent,34,2,Individual,4228,Salaried,TX,0
90061,7898,820,0.17,0,5,48,11.73,Medical,Widowed,2,Mortgaged,0,36015,69937,Master's,0,Rent,34,9,Individual,2952,Retired,CA,1
138587,40016,370,0.18,39,3,48,3.67,Medical,Divorced,4,Mortgaged,1,38390,42432,Master's,0,Mortgage,23,1,Joint,4115,Salaried,CA,1
56931,56817,704,0.27,29,2,12,9.96,Home Improvement,Widowed,3,Rented,3,82636,32979,High School,0,Own,33,4,Joint,457,Unemployed,NC,0
105141,25455,683,0.68,20,5,24,8.89,Medical,Widowed,1,Owned,3,107549,47930,Bachelor's,1,Rent,10,9,Individual,1726,Retired,NY,0
142840,34284,447,0.14,40,4,12,6.93,Personal,Married,5,Rented,1,49334,36546,Master's,1,Rent,2,11,Joint,1358,Retired,OH,1
52222,20143,545,0.61,44,4,60,7.79,Personal,Married,5,Rented,1,17542,52986,PhD,0,Rent,12,10,Joint,1847,Retired,NY,1
103118,6880,670,0.46,3,2,12,14.8,Medical,Widowed,1,Rented,3,118877,32976,High School,0,Rent,6,11,Joint,5120,Self-Employed,PA,0
158535,47022,348,0.75,3,4,48,5.42,Personal,Divorced,1,Rented,3,65290,38833,PhD,0,Mortgage,12,1,Individual,5031,Retired,PA,0
57174,16070,499,0.27,0,5,48,9.31,Education,Divorced,1,Rented,1,89348,81678,Master's,0,Own,27,2,Individual,4400,Unemployed,PA,0
148266,20440,733,0.18,15,3,48,14.22,Education,Divorced,2,Rented,2,31276,41172,Master's,0,Rent,15,4,Individual,2496,Retired,TX,0
112109,40113,816,0.77,2,5,60,2.63,Medical,Married,3,Owned,2,101238,69010,PhD,0,Mortgage,12,3,Joint,5125,Salaried,MI,1
82651,51607,545,0.66,2,0,60,14.58,Education,Widowed,5,Mortgaged,2,21533,57796,Bachelor's,0,Own,13,3,Individual,5015,Unemployed,GA,1
93973,9418,815,0.22,8,0,24,9.94,Business,Divorced,3,Rented,2,64080,45025,Master's,0,Own,22,1,Individual,3482,Self-Employed,GA,1
69206,28744,436,0.82,3,3,60,2.12,Education,Married,5,Mortgaged,1,108784,45380,Master's,0,Own,1,3,Joint,4414,Retired,NY,1
124061,33915,523,0.68,23,5,72,5.45,Personal,Single,5,Rented,0,79766,88429,High School,0,Mortgage,31,2,Joint,2377,Unemployed,GA,1
112777,43129,613,0.31,1,5,72,10.26,Home Improvement,Widowed,0,Owned,0,117101,13294,High School,0,Own,21,6,Individual,1431,Salaried,TX,0
115114,46105,783,0.36,5,3,60,15.31,Business,Divorced,3,Owned,2,53043,59947,High School,0,Own,26,4,Individual,1031,Unemployed,IL,1
128841,17030,821,0.75,8,1,60,6.26,Home Improvement,Divorced,5,Owned,3,60304,70015,Master's,0,Mortgage,25,2,Individual,4380,Unemployed,OH,0
141657,25701,343,0.42,3,4,36,9.27,Personal,Married,1,Rented,3,14962,101609,Master's,1,Own,7,0,Individual,2224,Unemployed,NC,0
37358,33574,826,0.35,5,3,72,12.77,Medical,Divorced,2,Mortgaged,0,106204,13178,Master's,0,Rent,19,6,Joint,729,Unemployed,IL,0
90668,43052,504,0.42,23,5,12,8.08,Business,Married,5,Mortgaged,3,55818,8880,Bachelor's,0,Own,11,9,Joint,3578,Retired,NY,0
41194,41107,374,0.63,9,5,48,10.03,Education,Married,3,Owned,0,86676,62899,High School,0,Mortgage,15,7,Joint,3291,Self-Employed,IL,0
149933,43444,493,0.34,12,0,12,6.23,Medical,Widowed,0,Rented,3,75342,75361,Master's,0,Rent,32,1,Individual,4434,Salaried,IL,1
117620,54036,319,0.16,10,5,48,7.15,Business,Single,3,Rented,3,106827,19427,High School,1,Own,30,2,Individual,2806,Self-Employed,CA,0
109659,54169,826,0.51,39,5,24,7.77,Home Improvement,Divorced,4,Owned,3,54023,62985,Master's,0,Own,4,2,Joint,385,Salaried,NY,1
134735,25417,607,0.22,6,3,36,3.75,Personal,Widowed,2,Owned,2,112447,49887,High School,0,Own,18,5,Joint,3867,Unemployed,TX,1
107184,15884,306,0.63,16,3,72,8.71,Personal,Divorced,0,Owned,0,78954,94918,Bachelor's,1,Own,20,3,Joint,901,Unemployed,MI,0
25769,52346,834,0.44,0,5,60,6.17,Personal,Single,5,Owned,3,30516,1379,PhD,0,Mortgage,12,1,Joint,937,Self-Employed,NC,0
101274,12335,308,0.53,32,0,60,12.28,Business,Divorced,3,Rented,2,103880,54859,PhD,0,Rent,31,8,Joint,5293,Self-Employed,MI,1
156604,54553,719,0.46,14,4,24,9.87,Personal,Divorced,3,Mortgaged,1,109434,67859,Bachelor's,0,Own,6,9,Joint,4452,Salaried,MI,0
102618,25881,830,0.39,14,0,24,5.37,Medical,Divorced,3,Owned,0,31246,31566,Bachelor's,0,Own,5,1,Joint,1917,Self-Employed,IL,1
82573,36213,847,0.42,26,5,48,7.27,Education,Married,1,Owned,1,96371,100624,High School,0,Own,34,7,Joint,706,Retired,IL,1
137662,57307,392,0.5,9,5,60,3.82,Medical,Married,0,Rented,3,22250,3743,Master's,0,Own,11,11,Joint,1391,Self-Employed,NY,0
75037,52809,590,0.25,20,0,60,11.81,Business,Married,2,Owned,3,51050,6323,Bachelor's,0,Mortgage,4,1,Individual,2856,Salaried,NC,1
151690,9436,794,0.54,40,0,36,14.07,Business,Divorced,5,Rented,0,13452,31289,Bachelor's,0,Mortgage,33,1,Joint,2736,Salaried,IL,0
72623,12270,538,0.1,20,2,24,14.14,Business,Single,0,Rented,3,109745,72986,High School,0,Mortgage,7,1,Joint,1176,Unemployed,CA,1
45800,28922,416,0.44,15,4,12,8.88,Home Improvement,Single,2,Mortgaged,2,50228,21784,High School,1,Own,16,4,Individual,4001,Unemployed,PA,0
132526,48116,418,0.8,6,5,60,2.98,Home Improvement,Divorced,2,Mortgaged,0,75842,5619,Bachelor's,0,Rent,9,8,Individual,5938,Salaried,NY,0
